Date,Power[kW],Temperature[C],Relative_Humidity,Solar_Radiation[W/m^2],Holiday
2017-08-02 22:00:00,129.9,19.3,65.8,4.1,0.0
2017-08-02 23:00:00,128.9,18.7,71.8,2.5,0.0
2017-08-03 00:00:00,127.4,18.9,71.2,4.8,0.0
2017-08-03 01:00:00,128.5,18.8,71.5,5.5,0.0
2017-08-03 02:00:00,126.9,18.8,73.9,5.3,0.0
2017-08-03 03:00:00,125.8,18.8,74.3,4.9,0.0
2017-08-03 04:00:00,122.8,18.7,74.6,4.8,0.0
2017-08-03 05:00:00,126.2,18.6,75.2,7.3,0.0
2017-08-03 06:00:00,136.3,18.8,74.6,91.0,0.0
2017-08-03 07:00:00,143.9,19.6,72.3,288.2,0.0
2017-08-03 08:00:00,157.2,20.6,70.4,443.8,0.0
2017-08-03 09:00:00,172.6,21.6,68.0,525.1,0.0
2017-08-03 10:00:00,176.0,23.4,59.4,790.7,0.0
2017-08-03 11:00:00,184.2,25.1,50.2,892.2,0.0
2017-08-03 12:00:00,175.5,26.8,43.7,934.6,0.0
2017-08-03 13:00:00,183.6,28.0,40.0,924.9,0.0
2017-08-03 14:00:00,189.3,28.2,39.2,861.7,0.0
2017-08-03 15:00:00,201.0,27.5,41.7,747.2,0.0
2017-08-03 16:00:00,201.5,26.4,41.8,588.4,0.0
2017-08-03 17:00:00,183.2,26.2,39.0,400.6,0.0
2017-08-03 18:00:00,167.3,25.8,36.4,200.5,0.0
2017-08-03 19:00:00,156.5,24.2,37.3,37.0,0.0
2017-08-03 20:00:00,143.6,23.0,38.7,0.4,0.0
2017-08-03 21:00:00,138.3,22.0,38.1,0.3,0.0
2017-08-03 22:00:00,135.5,21.4,36.7,0.3,0.0
2017-08-03 23:00:00,133.8,20.7,44.8,0.2,0.0
2017-08-04 00:00:00,133.1,20.8,50.8,0.4,0.0
2017-08-04 01:00:00,131.8,20.1,62.7,4.0,0.0
2017-08-04 02:00:00,126.3,19.7,72.6,3.5,0.0
2017-08-04 03:00:00,121.2,19.6,76.7,3.4,0.0
2017-08-04 04:00:00,119.1,19.8,76.9,3.4,0.0
2017-08-04 05:00:00,123.0,19.6,77.5,6.3,0.0
2017-08-04 06:00:00,128.0,19.8,77.0,104.8,0.0
2017-08-04 07:00:00,138.9,20.6,73.7,283.9,0.0
2017-08-04 08:00:00,147.9,21.5,68.0,485.7,0.0
2017-08-04 09:00:00,161.3,22.8,61.2,666.8,0.0
2017-08-04 10:00:00,180.1,24.0,53.0,809.8,0.0
2017-08-04 11:00:00,181.6,25.5,47.4,906.8,0.0
2017-08-04 12:00:00,167.8,26.6,43.3,948.7,0.0
2017-08-04 13:00:00,169.3,28.0,37.9,940.7,0.0
2017-08-04 14:00:00,179.2,28.6,35.9,877.4,0.0
2017-08-04 15:00:00,177.9,27.9,39.9,761.8,0.0
2017-08-04 16:00:00,171.4,26.6,44.5,602.3,0.0
2017-08-04 17:00:00,165.7,25.4,48.6,407.7,0.0
2017-08-04 18:00:00,152.2,24.0,53.2,203.1,0.0
2017-08-04 19:00:00,145.1,22.8,58.7,39.6,0.0
2017-08-04 20:00:00,140.3,21.7,64.5,6.4,0.0
2017-08-04 21:00:00,132.9,20.9,72.0,4.9,0.0
2017-08-04 22:00:00,131.0,20.5,75.7,4.1,0.0
2017-08-04 23:00:00,130.7,20.3,76.8,3.0,0.0
2017-08-05 00:00:00,130.3,20.3,76.7,4.2,0.0
2017-08-05 01:00:00,129.5,19.9,78.0,3.4,0.0
2017-08-05 02:00:00,129.6,19.3,78.8,4.3,0.0
2017-08-05 03:00:00,128.9,18.7,80.0,4.3,0.0
2017-08-05 04:00:00,129.1,18.7,79.2,5.2,0.0
2017-08-05 05:00:00,129.1,18.7,78.2,6.8,0.0
2017-08-05 06:00:00,131.1,18.2,77.8,60.4,0.0
2017-08-05 07:00:00,132.0,18.0,76.3,222.9,0.0
2017-08-05 08:00:00,131.5,18.7,73.0,487.0,0.0
2017-08-05 09:00:00,130.0,19.3,71.1,676.6,0.0
2017-08-05 10:00:00,126.8,20.3,66.4,814.5,0.0
2017-08-05 11:00:00,128.2,21.5,59.6,912.3,0.0
2017-08-05 12:00:00,129.5,22.1,51.7,958.3,0.0
2017-08-05 13:00:00,131.2,23.3,44.3,948.2,0.0
2017-08-05 14:00:00,134.3,24.0,40.6,885.3,0.0
2017-08-05 15:00:00,132.5,23.7,41.4,766.8,0.0
2017-08-05 16:00:00,132.8,23.2,42.0,604.6,0.0
2017-08-05 17:00:00,130.2,22.2,44.8,403.6,0.0
2017-08-05 18:00:00,128.0,21.0,51.1,201.2,0.0
2017-08-05 19:00:00,126.2,19.7,58.0,37.2,0.0
2017-08-05 20:00:00,125.6,18.5,64.1,6.0,0.0
2017-08-05 21:00:00,124.4,17.7,67.9,5.8,0.0
2017-08-05 22:00:00,123.7,17.3,69.4,5.9,0.0
2017-08-05 23:00:00,125.2,17.1,70.5,7.5,0.0
2017-08-06 00:00:00,125.6,16.9,71.2,7.9,0.0
2017-08-06 01:00:00,123.5,16.5,72.2,6.5,0.0
2017-08-06 02:00:00,122.6,16.4,72.5,4.3,0.0
2017-08-06 03:00:00,122.7,16.2,72.9,5.4,0.0
2017-08-06 04:00:00,122.5,15.9,74.0,5.2,0.0
2017-08-06 05:00:00,121.8,15.8,73.8,9.4,0.0
2017-08-06 06:00:00,119.7,16.2,71.1,104.6,0.0
2017-08-06 07:00:00,121.4,17.1,65.9,297.1,0.0
2017-08-06 08:00:00,122.6,19.0,57.7,500.4,0.0
2017-08-06 09:00:00,122.7,20.8,50.2,678.6,0.0
2017-08-06 10:00:00,125.6,22.9,44.4,826.2,0.0
2017-08-06 11:00:00,128.3,24.5,40.2,921.8,0.0
2017-08-06 12:00:00,130.0,26.3,36.3,962.0,0.0
2017-08-06 13:00:00,131.5,27.7,31.0,949.8,0.0
2017-08-06 14:00:00,133.7,27.5,30.9,882.7,0.0
2017-08-06 15:00:00,134.9,26.4,33.7,764.0,0.0
2017-08-06 16:00:00,134.8,25.4,36.1,602.2,0.0
2017-08-06 17:00:00,133.0,24.3,36.8,402.4,0.0
2017-08-06 18:00:00,131.3,22.7,41.2,189.7,0.0
2017-08-06 19:00:00,127.3,21.4,45.6,31.0,0.0
2017-08-06 20:00:00,126.8,20.4,51.9,2.1,0.0
2017-08-06 21:00:00,127.3,19.1,56.8,4.3,0.0
2017-08-06 22:00:00,126.3,17.8,64.6,8.5,0.0
2017-08-06 23:00:00,126.2,17.5,67.0,6.9,0.0
2017-08-07 00:00:00,124.9,17.2,68.8,9.2,0.0
2017-08-07 01:00:00,123.9,16.5,74.0,6.0,0.0
2017-08-07 02:00:00,123.7,16.4,75.3,6.3,0.0
2017-08-07 03:00:00,123.8,16.3,75.9,6.3,0.0
2017-08-07 04:00:00,123.0,16.2,75.9,6.3,0.0
2017-08-07 05:00:00,124.5,16.2,76.2,8.2,0.0
2017-08-07 06:00:00,129.7,16.3,74.4,72.6,0.0
2017-08-07 07:00:00,135.6,16.9,71.5,251.8,0.0
2017-08-07 08:00:00,139.7,17.9,67.1,480.6,0.0
2017-08-07 09:00:00,150.8,18.9,61.0,656.8,0.0
2017-08-07 10:00:00,165.8,19.9,55.3,794.2,0.0
2017-08-07 11:00:00,168.5,20.8,48.9,894.0,0.0
2017-08-07 12:00:00,155.1,21.5,44.3,933.6,0.0
2017-08-07 13:00:00,164.6,21.9,43.5,923.2,0.0
2017-08-07 14:00:00,174.8,21.7,43.6,865.5,0.0
2017-08-07 15:00:00,177.5,21.5,44.3,736.7,0.0
2017-08-07 16:00:00,172.9,20.6,49.4,457.8,0.0
2017-08-07 17:00:00,164.1,19.0,57.4,237.2,0.0
2017-08-07 18:00:00,149.7,18.7,58.8,120.1,0.0
2017-08-07 19:00:00,143.7,17.7,61.9,18.3,0.0
2017-08-07 20:00:00,137.3,17.3,59.7,9.4,0.0
2017-08-07 21:00:00,140.9,16.8,58.5,10.3,0.0
2017-08-07 22:00:00,138.0,16.4,60.8,9.0,0.0
2017-08-07 23:00:00,135.9,16.0,63.2,9.3,0.0
2017-08-08 00:00:00,135.2,15.6,66.8,7.4,0.0
2017-08-08 01:00:00,136.2,15.4,69.2,6.6,0.0
2017-08-08 02:00:00,135.8,15.2,69.7,11.1,0.0
2017-08-08 03:00:00,134.9,15.1,69.7,10.2,0.0
2017-08-08 04:00:00,132.7,15.0,69.3,11.4,0.0
2017-08-08 05:00:00,137.8,15.1,68.2,10.5,0.0
2017-08-08 06:00:00,139.8,15.3,67.6,91.2,0.0
2017-08-08 07:00:00,143.4,16.1,63.7,288.8,0.0
2017-08-08 08:00:00,138.7,17.4,56.9,487.1,0.0
2017-08-08 09:00:00,150.6,18.7,47.7,671.6,0.0
2017-08-08 10:00:00,158.6,19.5,42.2,816.8,0.0
2017-08-08 11:00:00,169.9,20.5,36.7,917.3,0.0
2017-08-08 12:00:00,157.3,21.3,32.8,957.1,0.0
2017-08-08 13:00:00,160.9,21.6,30.0,950.1,0.0
2017-08-08 14:00:00,166.0,22.1,27.3,855.0,0.0
2017-08-08 15:00:00,170.6,21.3,31.9,759.6,0.0
2017-08-08 16:00:00,163.0,20.2,38.1,595.8,0.0
2017-08-08 17:00:00,154.3,19.5,42.7,400.8,0.0
2017-08-08 18:00:00,141.5,18.7,44.9,194.2,0.0
2017-08-08 19:00:00,135.9,17.7,50.4,28.1,0.0
2017-08-08 20:00:00,131.1,17.0,54.0,2.9,0.0
2017-08-08 21:00:00,126.0,16.5,58.8,2.5,0.0
2017-08-08 22:00:00,123.6,16.2,60.4,9.2,0.0
2017-08-08 23:00:00,120.2,15.9,62.5,5.0,0.0
2017-08-09 00:00:00,120.1,15.6,63.1,7.3,0.0
2017-08-09 01:00:00,118.1,15.3,66.0,9.8,0.0
2017-08-09 02:00:00,118.0,15.2,66.5,8.2,0.0
2017-08-09 03:00:00,116.9,15.1,66.1,8.4,0.0
2017-08-09 04:00:00,116.9,15.1,66.0,7.7,0.0
2017-08-09 05:00:00,118.9,15.0,65.1,8.9,0.0
2017-08-09 06:00:00,130.5,15.2,63.5,88.7,0.0
2017-08-09 07:00:00,127.7,16.1,60.0,279.0,0.0
2017-08-09 08:00:00,131.8,17.1,52.4,477.6,0.0
2017-08-09 09:00:00,131.6,18.1,47.8,656.6,0.0
2017-08-09 10:00:00,140.5,18.8,43.8,803.6,0.0
2017-08-09 11:00:00,154.1,19.1,39.6,902.2,0.0
2017-08-09 12:00:00,156.7,19.9,37.6,944.5,0.0
2017-08-09 13:00:00,155.1,19.8,36.6,938.8,0.0
2017-08-09 14:00:00,154.2,20.3,35.9,871.2,0.0
2017-08-09 15:00:00,160.4,19.8,38.6,754.3,0.0
2017-08-09 16:00:00,160.8,19.5,40.9,590.6,0.0
2017-08-09 17:00:00,154.8,19.2,42.0,389.2,0.0
2017-08-09 18:00:00,138.8,18.6,45.3,187.4,0.0
2017-08-09 19:00:00,127.0,17.7,49.2,26.6,0.0
2017-08-09 20:00:00,121.9,17.3,51.1,1.9,0.0
2017-08-09 21:00:00,122.2,17.3,51.7,2.9,0.0
2017-08-09 22:00:00,119.3,17.4,51.5,6.1,0.0
2017-08-09 23:00:00,119.2,17.4,50.7,3.5,0.0
2017-08-10 00:00:00,118.1,17.5,48.5,2.3,0.0
2017-08-10 01:00:00,118.4,17.5,47.1,1.9,0.0
2017-08-10 02:00:00,115.9,17.4,46.5,1.4,0.0
2017-08-10 03:00:00,116.4,17.6,43.9,0.6,0.0
2017-08-10 04:00:00,117.2,17.6,41.2,1.2,0.0
2017-08-10 05:00:00,115.4,17.6,39.2,4.0,0.0
2017-08-10 06:00:00,123.8,17.9,34.9,85.1,0.0
2017-08-10 07:00:00,130.5,19.2,28.9,276.7,0.0
2017-08-10 08:00:00,129.1,19.5,29.1,485.0,0.0
2017-08-10 09:00:00,140.4,20.3,29.1,671.1,0.0
2017-08-10 10:00:00,152.5,21.9,26.5,816.4,0.0
2017-08-10 11:00:00,158.0,23.8,22.6,913.2,0.0
2017-08-10 12:00:00,154.5,24.9,18.3,947.3,0.0
2017-08-10 13:00:00,156.5,26.2,14.2,943.2,0.0
2017-08-10 14:00:00,169.1,27.3,12.6,895.4,0.0
2017-08-10 15:00:00,164.0,27.9,14.4,771.9,0.0
2017-08-10 16:00:00,165.8,26.2,21.7,541.6,0.0
2017-08-10 17:00:00,160.3,24.4,23.6,169.8,0.0
2017-08-10 18:00:00,140.8,23.2,24.6,77.0,0.0
2017-08-10 19:00:00,139.0,22.0,27.3,11.5,0.0
2017-08-10 20:00:00,132.2,21.1,28.8,0.2,0.0
2017-08-10 21:00:00,127.6,20.5,30.4,0.4,0.0
2017-08-10 22:00:00,123.8,20.4,31.1,0.3,0.0
2017-08-10 23:00:00,126.2,20.9,30.2,0.4,0.0
2017-08-11 00:00:00,125.6,21.3,28.9,0.4,0.0
2017-08-11 01:00:00,127.6,21.4,28.8,0.2,0.0
2017-08-11 02:00:00,124.3,20.8,31.0,0.2,0.0
2017-08-11 03:00:00,124.7,20.2,33.4,0.2,0.0
2017-08-11 04:00:00,122.9,20.8,31.4,0.3,0.0
2017-08-11 05:00:00,121.5,20.4,31.7,2.4,0.0
2017-08-11 06:00:00,129.4,20.2,33.2,89.3,0.0
2017-08-11 07:00:00,132.2,21.5,28.2,278.7,0.0
2017-08-11 08:00:00,140.2,22.7,25.4,494.3,0.0
2017-08-11 09:00:00,150.8,24.5,22.8,678.7,0.0
2017-08-11 10:00:00,155.6,26.0,18.6,828.9,0.0
2017-08-11 11:00:00,162.4,27.8,17.3,928.8,0.0
2017-08-11 12:00:00,155.1,29.7,13.6,977.8,0.0
2017-08-11 13:00:00,162.7,30.8,11.0,963.8,0.0
2017-08-11 14:00:00,178.0,31.2,11.1,891.1,0.0
2017-08-11 15:00:00,187.4,31.6,11.9,760.9,0.0
2017-08-11 16:00:00,180.0,30.2,13.7,595.0,0.0
2017-08-11 17:00:00,161.2,29.3,14.5,394.8,0.0
2017-08-11 18:00:00,139.5,27.8,16.6,182.4,0.0
2017-08-11 19:00:00,131.0,25.7,18.9,23.4,0.0
2017-08-11 20:00:00,125.6,24.5,21.1,0.4,0.0
2017-08-11 21:00:00,122.2,24.0,21.8,0.4,0.0
2017-08-11 22:00:00,104.7,23.8,21.6,0.3,0.0
2017-08-11 23:00:00,103.3,23.7,21.8,0.5,0.0
2017-08-12 00:00:00,103.5,23.4,22.8,0.3,0.0
2017-08-12 01:00:00,101.7,23.5,23.1,0.4,0.0
2017-08-12 02:00:00,101.2,23.8,23.7,0.4,0.0
2017-08-12 03:00:00,101.3,23.3,25.0,0.4,0.0
2017-08-14 09:00:00,184.3,22.4,46.1,712.8,0.0
2017-08-14 10:00:00,208.1,23.7,42.7,814.2,0.0
2017-08-14 11:00:00,210.8,26.2,35.0,910.5,0.0
2017-08-14 12:00:00,189.0,27.7,34.3,945.8,0.0
2017-08-14 13:00:00,206.6,27.7,33.0,924.4,0.0
2017-08-14 14:00:00,223.7,27.0,34.3,855.8,0.0
2017-08-14 15:00:00,223.7,26.7,34.2,729.6,0.0
2017-08-14 16:00:00,207.2,25.5,39.2,548.4,0.0
2017-08-14 17:00:00,167.9,23.9,43.0,345.9,0.0
2017-08-14 18:00:00,130.2,21.5,51.5,136.2,0.0
2017-08-14 19:00:00,117.3,19.2,62.8,11.3,0.0
2017-08-14 20:00:00,106.7,18.3,67.4,0.8,0.0
2017-08-14 21:00:00,105.2,18.0,68.2,0.8,0.0
2017-08-14 22:00:00,105.4,17.4,68.9,0.7,0.0
2017-08-14 23:00:00,106.4,17.0,69.8,0.7,0.0
2017-08-15 00:00:00,106.3,16.8,72.9,0.6,1.0
2017-08-15 01:00:00,106.1,16.9,73.7,0.7,1.0
2017-08-15 02:00:00,104.9,16.8,74.2,0.5,1.0
2017-08-15 03:00:00,105.4,16.7,73.8,0.5,1.0
2017-08-15 04:00:00,104.5,16.6,73.2,0.9,1.0
2017-08-15 05:00:00,103.9,16.6,73.3,2.5,1.0
2017-08-15 06:00:00,103.7,16.8,74.0,68.3,1.0
2017-08-15 07:00:00,102.2,17.4,71.5,235.4,1.0
2017-08-15 08:00:00,102.9,18.5,67.0,447.5,1.0
2017-08-15 09:00:00,110.5,20.0,59.5,633.6,1.0
2017-08-15 10:00:00,114.0,21.3,49.9,764.8,1.0
2017-08-15 11:00:00,114.5,22.9,43.1,853.9,1.0
2017-08-15 12:00:00,108.2,24.6,35.3,919.9,1.0
2017-08-15 13:00:00,118.1,26.1,28.7,907.3,1.0
2017-08-15 14:00:00,113.3,26.5,24.6,837.7,1.0
2017-08-15 15:00:00,112.7,25.7,31.4,706.4,1.0
2017-08-15 16:00:00,109.3,23.5,43.9,535.6,1.0
2017-08-15 17:00:00,107.8,22.5,46.0,336.9,1.0
2017-08-15 18:00:00,106.5,21.5,48.0,147.4,1.0
2017-08-15 19:00:00,107.7,20.7,51.4,17.8,1.0
2017-08-15 20:00:00,104.6,19.7,50.6,1.4,1.0
2017-08-15 21:00:00,106.0,18.5,57.5,2.5,1.0
2017-08-15 22:00:00,105.1,17.7,59.6,1.9,1.0
2017-08-15 23:00:00,103.6,17.7,57.6,1.9,1.0
2017-08-16 00:00:00,103.6,17.9,53.7,1.3,0.0
2017-08-16 01:00:00,100.2,17.6,55.8,1.7,0.0
2017-08-16 02:00:00,99.1,17.5,57.9,1.9,0.0
2017-08-16 03:00:00,100.4,17.0,57.9,1.9,0.0
2017-08-16 04:00:00,100.4,16.8,61.4,1.9,0.0
2017-08-16 05:00:00,101.2,16.9,62.5,2.9,0.0
2017-08-16 06:00:00,127.5,17.3,63.0,86.9,0.0
2017-08-16 07:00:00,152.8,18.5,61.0,270.2,0.0
2017-08-16 08:00:00,197.9,19.7,58.5,467.3,0.0
2017-08-16 09:00:00,239.3,20.5,56.1,647.0,0.0
2017-08-16 10:00:00,253.2,21.8,49.4,790.2,0.0
2017-08-16 11:00:00,266.3,23.2,43.6,882.4,0.0
2017-08-16 12:00:00,237.4,24.2,40.1,922.5,0.0
2017-08-16 13:00:00,240.7,26.2,32.8,907.0,0.0
2017-08-16 14:00:00,270.0,26.3,33.1,838.3,0.0
2017-08-16 15:00:00,290.3,26.2,32.3,715.0,0.0
2017-08-16 16:00:00,305.2,26.0,31.8,548.5,0.0
2017-08-16 17:00:00,256.8,24.4,35.5,349.6,0.0
2017-08-16 18:00:00,199.8,21.6,47.5,150.8,0.0
2017-08-16 19:00:00,173.1,21.0,51.3,13.0,0.0
2017-08-16 20:00:00,159.8,20.5,51.8,1.9,0.0
2017-08-16 21:00:00,151.5,20.0,54.2,2.4,0.0
2017-08-16 22:00:00,149.0,19.2,64.1,1.6,0.0
2017-08-16 23:00:00,146.9,19.4,68.3,1.0,0.0
2017-08-17 00:00:00,146.7,19.3,70.6,0.8,0.0
2017-08-17 01:00:00,145.8,18.7,73.7,0.5,0.0
2017-08-17 02:00:00,146.5,18.5,74.2,0.7,0.0
2017-08-17 03:00:00,144.5,18.4,74.3,0.7,0.0
2017-08-17 04:00:00,144.0,18.5,73.8,1.0,0.0
2017-08-17 05:00:00,145.3,18.5,73.8,1.8,0.0
2017-08-17 06:00:00,152.1,19.4,70.3,82.9,0.0
2017-08-17 07:00:00,177.4,20.8,62.2,266.6,0.0
2017-08-17 08:00:00,223.2,21.9,57.0,465.2,0.0
2017-08-17 09:00:00,262.7,23.9,47.9,645.7,0.0
2017-08-17 10:00:00,287.4,26.3,41.9,790.4,0.0
2017-08-17 11:00:00,309.5,27.9,36.9,883.7,0.0
2017-08-17 12:00:00,285.5,29.5,30.7,923.9,0.0
2017-08-17 13:00:00,303.7,29.2,30.6,909.7,0.0
2017-08-17 14:00:00,326.9,29.1,29.4,837.9,0.0
2017-08-17 15:00:00,330.3,27.9,32.2,713.7,0.0
2017-08-17 16:00:00,309.3,25.7,38.5,546.1,0.0
2017-08-17 17:00:00,259.6,23.7,42.0,350.4,0.0
2017-08-17 18:00:00,184.0,22.3,44.4,150.7,0.0
2017-08-17 19:00:00,161.8,21.2,46.6,12.1,0.0
2017-08-17 20:00:00,148.1,20.4,55.2,0.7,0.0
2017-08-17 21:00:00,146.7,19.2,64.3,0.4,0.0
2017-08-17 22:00:00,142.5,19.1,64.8,0.3,0.0
2017-08-17 23:00:00,140.2,18.7,65.2,0.3,0.0
2017-08-18 00:00:00,140.5,18.3,68.3,0.4,0.0
2017-08-18 01:00:00,139.5,18.0,70.7,0.2,0.0
2017-08-18 02:00:00,138.2,17.9,71.4,0.3,0.0
2017-08-18 03:00:00,139.2,17.5,73.3,0.3,0.0
2017-08-18 04:00:00,138.8,17.7,73.6,0.2,0.0
2017-08-18 05:00:00,139.3,18.4,70.3,1.4,0.0
2017-08-18 06:00:00,147.0,19.2,65.6,85.0,0.0
2017-08-18 07:00:00,170.0,19.2,66.7,271.4,0.0
2017-08-18 08:00:00,198.5,21.3,57.1,468.4,0.0
2017-08-18 09:00:00,252.5,23.2,47.6,651.4,0.0
2017-08-18 10:00:00,284.6,24.7,42.8,795.5,0.0
2017-08-18 11:00:00,296.0,25.3,41.0,889.8,0.0
2017-08-18 12:00:00,262.8,26.3,38.9,929.8,0.0
2017-08-18 13:00:00,283.9,26.4,41.5,912.0,0.0
2017-08-18 14:00:00,314.9,26.3,41.4,837.0,0.0
2017-08-18 15:00:00,315.1,26.1,42.0,704.9,0.0
2017-08-18 16:00:00,301.3,25.6,42.7,542.7,0.0
2017-08-18 17:00:00,253.2,24.6,45.4,345.7,0.0
2017-08-18 18:00:00,185.2,23.4,45.1,142.6,0.0
2017-08-18 19:00:00,160.2,21.9,48.3,8.9,0.0
2017-08-18 20:00:00,145.5,21.3,51.8,0.5,0.0
2017-08-18 21:00:00,141.7,20.9,54.6,0.7,0.0
2017-08-18 22:00:00,134.9,20.2,60.9,0.5,0.0
2017-08-18 23:00:00,133.8,19.7,65.0,0.3,0.0
2017-08-19 00:00:00,133.2,19.3,66.9,0.3,0.0
2017-08-19 01:00:00,132.5,19.2,64.4,0.3,0.0
2017-08-19 02:00:00,130.6,18.8,64.6,0.5,0.0
2017-08-19 03:00:00,130.3,18.6,64.5,0.3,0.0
2017-08-19 04:00:00,129.3,18.3,65.6,0.2,0.0
2017-08-19 05:00:00,131.9,18.3,62.8,1.9,0.0
2017-08-19 06:00:00,132.9,18.9,62.0,127.3,0.0
2017-08-21 08:00:00,237.3,22.7,58.1,457.4,0.0
2017-08-21 09:00:00,317.7,23.6,60.3,603.1,0.0
2017-08-21 10:00:00,361.0,24.1,59.4,748.6,0.0
2017-08-21 11:00:00,368.9,25.3,55.9,843.3,0.0
2017-08-21 12:00:00,340.2,26.3,52.3,887.4,0.0
2017-08-21 13:00:00,353.0,26.2,52.3,873.4,0.0
2017-08-21 14:00:00,369.8,26.7,50.8,797.8,0.0
2017-08-21 15:00:00,381.5,26.7,50.8,662.3,0.0
2017-08-21 16:00:00,358.9,27.4,48.6,491.3,0.0
2017-08-21 17:00:00,305.3,27.7,47.6,297.3,0.0
2017-08-21 18:00:00,227.9,25.2,54.5,109.1,0.0
2017-08-21 19:00:00,185.6,24.0,59.6,6.3,0.0
2017-08-21 20:00:00,162.2,23.5,63.5,0.5,0.0
2017-08-21 21:00:00,153.0,22.6,66.1,0.6,0.0
2017-08-21 22:00:00,147.4,22.4,67.0,0.4,0.0
2017-08-21 23:00:00,145.9,22.3,68.0,0.3,0.0
2017-08-22 00:00:00,154.4,21.7,68.2,0.4,0.0
2017-08-22 01:00:00,154.2,20.7,71.7,0.3,0.0
2017-08-22 02:00:00,150.4,19.9,73.5,0.6,0.0
2017-08-22 03:00:00,154.0,20.0,72.8,0.4,0.0
2017-08-22 04:00:00,153.1,19.0,74.1,0.3,0.0
2017-08-22 05:00:00,155.6,18.8,75.8,0.8,0.0
2017-08-22 06:00:00,163.3,18.8,75.8,50.2,0.0
2017-08-22 07:00:00,181.1,19.7,74.2,220.0,0.0
2017-08-22 08:00:00,246.4,22.5,63.6,419.4,0.0
2017-08-22 09:00:00,316.9,23.7,57.3,602.1,0.0
2017-08-22 10:00:00,356.6,24.7,55.8,744.0,0.0
2017-08-22 11:00:00,366.7,26.6,48.4,845.3,0.0
2017-08-22 12:00:00,333.6,27.9,43.5,892.1,0.0
2017-08-22 13:00:00,355.2,28.2,42.5,882.8,0.0
2017-08-22 14:00:00,379.6,27.7,44.1,811.9,0.0
2017-08-22 15:00:00,392.6,28.4,41.9,688.4,0.0
2017-08-22 16:00:00,376.4,27.7,42.2,521.4,0.0
2017-08-22 17:00:00,316.1,25.0,44.9,324.7,0.0
2017-08-22 18:00:00,226.6,25.8,43.2,117.9,0.0
2017-08-22 19:00:00,182.4,22.7,50.2,4.7,0.0
2017-08-22 20:00:00,156.2,22.1,49.3,0.5,0.0
2017-08-22 21:00:00,155.9,22.9,38.9,0.4,0.0
2017-08-22 22:00:00,153.1,21.0,46.4,0.3,0.0
2017-08-22 23:00:00,144.1,20.6,50.3,0.2,0.0
2017-08-23 00:00:00,146.9,21.0,46.8,0.4,0.0
2017-08-23 01:00:00,145.2,21.7,41.6,0.4,0.0
2017-08-23 02:00:00,140.0,19.2,57.7,0.6,0.0
2017-08-23 03:00:00,143.1,17.8,68.1,0.6,0.0
2017-08-23 04:00:00,143.0,18.1,67.6,0.5,0.0
2017-08-23 05:00:00,143.3,18.4,65.7,0.9,0.0
2017-08-23 06:00:00,153.9,18.7,64.4,52.2,0.0
2017-08-23 07:00:00,190.2,20.4,59.3,222.0,0.0
2017-08-23 08:00:00,228.6,22.4,45.6,424.5,0.0
2017-08-23 09:00:00,303.5,24.2,43.2,596.4,0.0
2017-08-23 10:00:00,322.9,26.2,38.1,753.3,0.0
2017-08-23 11:00:00,340.5,27.1,34.9,873.7,0.0
2017-08-23 12:00:00,306.6,27.6,33.6,906.7,0.0
2017-08-23 13:00:00,317.9,27.1,38.2,664.1,0.0
2017-08-23 14:00:00,343.3,26.2,39.8,703.7,0.0
2017-08-23 15:00:00,347.4,25.8,33.6,540.5,0.0
2017-08-23 16:00:00,323.4,25.2,32.9,348.0,0.0
2017-08-23 17:00:00,281.6,23.6,39.8,236.7,0.0
2017-08-23 18:00:00,208.2,21.9,49.0,101.1,0.0
2017-08-23 19:00:00,171.8,20.4,57.9,4.6,0.0
2017-08-23 20:00:00,159.9,18.8,67.9,0.5,0.0
2017-08-23 21:00:00,156.3,18.3,71.9,0.5,0.0
2017-08-23 22:00:00,149.1,17.9,73.6,0.4,0.0
2017-08-23 23:00:00,146.7,17.5,75.0,0.6,0.0
2017-08-24 00:00:00,145.1,17.1,75.9,0.4,0.0
2017-08-24 01:00:00,143.9,16.9,76.2,0.4,0.0
2017-08-24 02:00:00,145.3,16.8,76.7,0.4,0.0
2017-08-24 03:00:00,140.9,16.8,75.8,0.5,0.0
2017-08-24 04:00:00,142.4,16.9,74.7,0.3,0.0
2017-08-24 05:00:00,145.7,16.9,72.6,1.0,0.0
2017-08-24 06:00:00,151.1,17.2,71.1,54.3,0.0
2017-08-24 07:00:00,183.6,17.9,67.5,226.8,0.0
2017-08-24 08:00:00,224.2,18.8,64.1,427.1,0.0
2017-08-24 09:00:00,284.4,20.1,57.5,603.6,0.0
2017-08-24 10:00:00,320.5,21.2,50.2,732.4,0.0
2017-08-24 11:00:00,318.1,23.3,41.2,853.6,0.0
2017-08-24 12:00:00,279.6,25.4,38.0,894.6,0.0
2017-08-24 13:00:00,312.6,26.7,35.9,762.2,0.0
2017-08-24 14:00:00,333.4,26.7,32.5,758.6,0.0
2017-08-24 15:00:00,333.9,25.5,33.0,702.1,0.0
2017-08-24 16:00:00,320.9,24.4,37.7,504.4,0.0
2017-08-24 17:00:00,290.2,22.8,42.8,310.6,0.0
