Date,Power[kW],Temperature[C],Relative_Humidity,Solar_Radiation[W/m^2],Holiday
2017-01-01 00:00:00,117.8,8.5,75.0,1.4,1.0
2017-01-01 01:00:00,119.2,7.9,76.3,1.5,1.0
2017-01-01 02:00:00,118.0,7.3,80.3,1.4,1.0
2017-01-01 03:00:00,116.4,6.8,81.3,1.5,1.0
2017-01-01 04:00:00,116.2,6.5,81.2,0.9,1.0
2017-01-01 05:00:00,114.9,6.0,81.0,1.4,1.0
2017-01-01 06:00:00,116.1,5.6,80.4,1.0,1.0
2017-01-01 07:00:00,116.1,5.5,80.2,1.5,1.0
2017-01-01 08:00:00,112.5,5.4,80.4,29.5,1.0
2017-01-01 09:00:00,113.0,5.5,80.1,76.5,1.0
2017-01-01 10:00:00,112.7,6.0,78.8,192.8,1.0
2017-01-01 11:00:00,112.3,6.9,76.3,237.5,1.0
2017-01-01 12:00:00,113.6,7.6,75.3,267.5,1.0
2017-01-01 13:00:00,113.8,8.7,72.7,203.5,1.0
2017-01-01 14:00:00,114.5,9.8,70.0,146.2,1.0
2017-01-01 15:00:00,114.3,9.7,71.4,124.3,1.0
2017-01-01 16:00:00,117.1,9.5,73.8,56.9,1.0
2017-01-01 17:00:00,116.9,9.0,76.4,5.2,1.0
2017-01-01 18:00:00,118.3,8.9,76.3,1.5,1.0
2017-01-01 19:00:00,117.9,9.0,75.9,1.4,1.0
2017-01-01 20:00:00,125.9,9.2,76.9,1.4,1.0
2017-01-01 21:00:00,126.0,9.2,78.6,1.3,1.0
2017-01-01 22:00:00,125.7,10.0,77.7,1.2,1.0
2017-01-01 23:00:00,126.2,9.9,80.2,1.5,1.0
2017-01-02 00:00:00,126.1,9.5,83.5,1.2,0.0
2017-01-02 01:00:00,128.5,10.2,84.1,1.8,0.0
2017-01-02 02:00:00,125.9,10.0,85.5,1.1,0.0
2017-01-02 03:00:00,126.9,9.8,87.2,1.5,0.0
2017-01-02 04:00:00,127.2,9.9,86.6,1.5,0.0
2017-01-02 05:00:00,126.4,10.0,84.8,1.5,0.0
2017-01-02 06:00:00,139.1,10.4,81.6,1.7,0.0
2017-01-02 07:00:00,161.1,10.3,82.4,1.8,0.0
2017-01-02 08:00:00,207.6,10.1,80.7,18.5,0.0
2017-01-02 09:00:00,298.7,10.4,79.5,42.2,0.0
2017-01-02 10:00:00,336.4,10.9,77.7,51.6,0.0
2017-01-02 11:00:00,344.5,11.9,74.7,40.5,0.0
2017-01-02 12:00:00,317.6,12.6,73.8,50.6,0.0
2017-01-02 13:00:00,319.1,13.6,70.1,22.4,0.0
2017-01-02 14:00:00,335.6,13.7,71.3,16.7,0.0
2017-01-02 15:00:00,333.7,13.2,77.0,33.4,0.0
2017-01-02 16:00:00,310.5,13.1,76.8,6.4,0.0
2017-01-02 17:00:00,263.5,13.5,76.9,3.6,0.0
2017-01-02 18:00:00,205.7,13.9,75.3,2.6,0.0
2017-01-02 19:00:00,172.1,13.5,79.6,3.4,0.0
2017-01-02 20:00:00,142.1,13.4,81.6,1.8,0.0
2017-01-02 21:00:00,135.7,13.7,81.8,1.8,0.0
2017-01-02 22:00:00,133.9,13.8,83.3,1.6,0.0
2017-01-02 23:00:00,132.5,14.1,84.0,1.3,0.0
2017-01-03 00:00:00,134.0,14.4,82.9,2.3,0.0
2017-01-03 01:00:00,133.3,14.2,84.1,2.0,0.0
2017-01-03 02:00:00,129.9,13.5,85.8,1.8,0.0
2017-01-03 03:00:00,129.0,13.2,89.4,1.9,0.0
2017-01-03 04:00:00,129.5,14.4,86.7,1.1,0.0
2017-01-03 05:00:00,132.8,14.8,84.8,1.3,0.0
2017-01-03 06:00:00,145.9,14.9,84.4,1.0,0.0
2017-01-03 07:00:00,172.6,14.9,84.4,1.3,0.0
2017-01-03 08:00:00,225.1,15.0,84.6,38.6,0.0
2017-01-03 09:00:00,294.2,15.4,82.5,94.5,0.0
2017-01-03 10:00:00,323.6,15.6,81.0,144.0,0.0
2017-01-03 11:00:00,327.6,15.4,79.4,202.8,0.0
2017-01-03 12:00:00,303.6,16.3,73.4,296.6,0.0
2017-01-03 13:00:00,291.0,16.3,73.8,238.4,0.0
2017-01-03 14:00:00,301.2,16.3,73.3,148.1,0.0
2017-01-03 15:00:00,296.4,16.4,68.7,219.9,0.0
2017-01-03 16:00:00,276.0,15.5,73.2,45.7,0.0
2017-01-03 17:00:00,245.6,15.3,76.2,6.9,0.0
2017-01-03 18:00:00,197.7,15.2,78.3,0.8,0.0
2017-01-03 19:00:00,166.5,15.0,82.3,0.8,0.0
2017-01-03 20:00:00,138.3,14.9,82.7,1.0,0.0
2017-01-03 21:00:00,127.9,14.9,82.4,0.9,0.0
2017-01-03 22:00:00,127.4,15.0,82.2,0.9,0.0
2017-01-03 23:00:00,125.6,14.7,83.3,0.8,0.0
2017-01-04 00:00:00,128.3,14.0,85.5,0.6,0.0
2017-01-04 01:00:00,123.7,13.1,88.8,0.6,0.0
2017-01-04 02:00:00,122.8,12.8,89.8,0.5,0.0
2017-01-04 03:00:00,125.3,12.1,90.6,0.7,0.0
2017-01-04 04:00:00,134.0,11.7,91.2,1.2,0.0
2017-01-04 05:00:00,134.5,11.6,91.5,1.5,0.0
2017-01-04 06:00:00,151.9,11.6,91.6,2.3,0.0
2017-01-04 07:00:00,185.7,11.5,91.8,3.3,0.0
2017-01-04 08:00:00,238.7,11.3,92.0,14.1,0.0
2017-01-04 09:00:00,309.6,11.5,92.0,73.1,0.0
2017-01-04 10:00:00,378.1,11.8,91.8,165.4,0.0
2017-01-04 11:00:00,357.9,12.3,91.5,261.0,0.0
2017-01-04 12:00:00,300.8,13.2,89.0,286.4,0.0
2017-01-04 13:00:00,288.7,14.2,82.8,339.7,0.0
2017-01-04 14:00:00,306.7,14.3,83.4,178.3,0.0
2017-01-04 15:00:00,310.3,14.0,85.3,70.0,0.0
2017-01-04 16:00:00,312.0,13.8,86.4,48.6,0.0
2017-01-04 17:00:00,276.9,13.7,86.7,4.8,0.0
2017-01-04 18:00:00,223.9,13.6,87.3,0.6,0.0
2017-01-04 19:00:00,188.7,13.5,88.0,0.6,0.0
2017-01-04 20:00:00,160.4,13.1,89.5,0.5,0.0
2017-01-04 21:00:00,151.6,12.9,89.9,0.7,0.0
2017-01-04 22:00:00,149.7,12.4,90.5,1.0,0.0
2017-01-04 23:00:00,147.8,12.1,91.2,1.6,0.0
2017-01-05 00:00:00,145.2,11.9,91.7,1.3,0.0
2017-01-05 01:00:00,144.7,11.8,91.8,2.0,0.0
2017-01-05 02:00:00,144.8,11.3,92.2,1.5,0.0
2017-01-05 03:00:00,141.1,10.8,92.6,1.4,0.0
2017-01-05 04:00:00,126.3,10.8,93.3,1.3,0.0
2017-01-05 05:00:00,131.7,10.3,94.3,1.2,0.0
2017-01-05 06:00:00,143.4,9.8,95.0,0.8,0.0
2017-01-05 07:00:00,172.2,9.2,95.3,1.4,0.0
2017-01-05 08:00:00,243.3,8.8,95.7,19.4,0.0
2017-01-05 09:00:00,306.1,8.8,95.8,65.7,0.0
2017-01-05 10:00:00,319.3,9.2,95.5,134.1,0.0
2017-01-05 11:00:00,319.2,9.6,95.3,202.0,0.0
2017-01-05 12:00:00,297.5,9.7,95.2,229.4,0.0
2017-01-05 13:00:00,298.3,10.3,95.1,350.8,0.0
2017-01-05 14:00:00,315.3,10.2,95.2,257.8,0.0
2017-01-05 15:00:00,314.2,10.1,95.0,128.7,0.0
2017-01-05 16:00:00,304.8,10.0,94.8,53.0,0.0
2017-01-05 17:00:00,272.2,10.0,94.9,4.0,0.0
2017-01-05 18:00:00,205.9,10.0,95.0,0.9,0.0
2017-01-05 19:00:00,174.4,9.9,95.2,1.0,0.0
2017-01-05 20:00:00,145.3,9.8,95.4,0.8,0.0
2017-01-05 21:00:00,132.1,9.7,95.5,1.0,0.0
2017-01-05 22:00:00,132.3,9.3,95.8,1.0,0.0
2017-01-05 23:00:00,130.1,9.2,95.9,0.9,0.0
2017-01-06 00:00:00,132.6,9.4,95.7,0.8,0.0
2017-01-06 01:00:00,132.4,9.3,95.9,1.1,0.0
2017-01-06 02:00:00,129.8,9.1,96.1,0.8,0.0
2017-01-06 03:00:00,130.0,8.6,96.3,0.9,0.0
2017-01-06 04:00:00,128.0,8.2,96.6,1.0,0.0
2017-01-06 05:00:00,123.7,8.4,96.6,0.8,0.0
2017-01-06 06:00:00,141.1,8.2,96.7,0.6,0.0
2017-01-06 07:00:00,178.8,7.8,96.9,0.9,0.0
2017-01-06 08:00:00,247.7,7.4,97.1,19.6,0.0
2017-01-06 09:00:00,318.7,7.1,97.3,63.7,0.0
2017-01-06 10:00:00,337.1,7.2,97.3,143.5,0.0
2017-01-06 11:00:00,343.6,7.4,97.2,225.3,0.0
2017-01-06 12:00:00,308.0,7.9,97.0,274.4,0.0
2017-01-06 13:00:00,295.0,8.7,93.4,373.8,0.0
2017-01-06 14:00:00,295.3,10.9,77.9,373.1,0.0
2017-01-06 15:00:00,291.7,12.5,70.9,256.8,0.0
2017-01-06 16:00:00,277.6,12.7,71.0,115.4,0.0
2017-01-06 17:00:00,240.5,12.2,73.5,9.7,0.0
2017-01-06 18:00:00,202.8,12.4,71.3,1.0,0.0
2017-01-06 19:00:00,172.0,12.5,68.4,0.7,0.0
2017-01-06 20:00:00,150.2,12.2,67.6,0.7,0.0
2017-01-06 21:00:00,139.5,11.2,68.2,1.0,0.0
2017-01-06 22:00:00,133.2,10.2,70.6,0.9,0.0
2017-01-06 23:00:00,131.7,9.7,71.1,0.9,0.0
2017-01-07 00:00:00,136.8,9.5,71.0,0.8,0.0
2017-01-07 01:00:00,135.1,9.2,73.2,0.7,0.0
2017-01-07 02:00:00,134.8,8.8,76.8,0.8,0.0
2017-01-07 03:00:00,133.8,8.3,79.1,0.9,0.0
2017-01-07 04:00:00,132.0,7.7,80.3,0.8,0.0
2017-01-07 05:00:00,131.4,7.4,79.7,0.8,0.0
2017-01-07 06:00:00,134.4,7.3,78.6,0.9,0.0
2017-01-07 07:00:00,134.9,7.1,79.0,1.9,0.0
2017-01-07 08:00:00,141.4,7.2,76.6,59.4,0.0
2017-01-07 09:00:00,136.1,8.2,72.3,197.0,0.0
2017-01-07 10:00:00,135.0,9.1,66.7,328.0,0.0
2017-01-07 11:00:00,131.5,9.9,62.5,420.6,0.0
2017-01-07 12:00:00,132.3,10.9,60.9,461.8,0.0
2017-01-07 13:00:00,138.2,11.8,59.3,447.2,0.0
2017-01-07 14:00:00,139.8,12.5,58.8,377.9,0.0
2017-01-07 15:00:00,143.3,13.4,57.2,263.6,0.0
2017-01-07 16:00:00,161.7,13.4,58.0,111.1,0.0
2017-01-07 17:00:00,193.7,12.3,63.8,5.3,0.0
2017-01-07 18:00:00,193.6,12.0,66.8,0.7,0.0
2017-01-07 19:00:00,144.2,12.0,66.7,0.6,0.0
2017-01-07 20:00:00,141.0,11.7,67.6,0.8,0.0
2017-01-07 21:00:00,139.2,11.5,67.7,0.9,0.0
2017-01-07 22:00:00,138.1,11.3,63.7,0.4,0.0
2017-01-07 23:00:00,136.4,10.3,66.8,0.7,0.0
2017-01-08 00:00:00,135.9,9.8,67.5,0.7,0.0
2017-01-08 01:00:00,134.2,9.3,67.8,0.6,0.0
2017-01-08 02:00:00,133.4,8.8,67.8,0.4,0.0
2017-01-08 03:00:00,132.4,7.4,81.2,0.4,0.0
2017-01-08 04:00:00,129.6,7.1,78.1,0.6,0.0
2017-01-08 05:00:00,129.7,6.8,77.8,0.6,0.0
2017-01-08 06:00:00,129.1,6.5,79.7,0.6,0.0
2017-01-08 07:00:00,127.7,6.3,81.5,1.7,0.0
2017-01-08 08:00:00,126.9,6.5,78.4,51.3,0.0
2017-01-08 09:00:00,128.0,7.0,74.6,179.2,0.0
2017-01-08 10:00:00,128.6,8.0,72.0,334.4,0.0
2017-01-08 11:00:00,128.1,9.2,66.7,402.6,0.0
2017-01-08 12:00:00,130.4,10.2,63.2,468.9,0.0
2017-01-08 13:00:00,129.6,11.4,58.6,453.7,0.0
2017-01-08 14:00:00,130.6,12.3,55.6,377.2,0.0
2017-01-08 15:00:00,131.0,12.5,54.0,269.4,0.0
2017-01-08 16:00:00,132.6,12.5,54.7,122.0,0.0
2017-01-08 17:00:00,134.2,11.8,55.8,12.9,0.0
2017-01-08 18:00:00,139.5,11.4,55.4,0.2,0.0
2017-01-08 19:00:00,145.6,11.0,59.2,0.4,0.0
2017-01-08 20:00:00,142.4,10.2,62.0,0.3,0.0
2017-01-08 21:00:00,140.9,10.0,56.5,0.3,0.0
2017-01-08 22:00:00,139.3,9.8,49.1,0.2,0.0
2017-01-08 23:00:00,141.5,9.3,48.4,0.2,0.0
2017-01-09 00:00:00,141.5,8.9,50.3,0.2,0.0
2017-01-09 01:00:00,142.2,8.8,52.3,0.2,0.0
2017-01-09 02:00:00,139.1,9.1,51.6,0.2,0.0
2017-01-09 03:00:00,143.9,8.6,55.5,0.3,0.0
2017-01-09 04:00:00,142.9,7.5,73.2,0.3,0.0
2017-01-09 05:00:00,147.2,8.3,52.2,0.3,0.0
2017-01-09 06:00:00,150.7,7.7,60.4,0.3,0.0
2017-01-09 07:00:00,185.5,6.3,72.3,1.5,0.0
2017-01-09 08:00:00,271.7,6.7,68.9,61.5,0.0
2017-01-09 09:00:00,362.3,7.8,66.0,202.5,0.0
2017-01-09 10:00:00,369.7,7.9,66.2,333.1,0.0
2017-01-09 11:00:00,382.4,9.7,58.0,428.1,0.0
2017-01-09 12:00:00,342.4,11.2,50.1,472.0,0.0
2017-01-09 13:00:00,333.8,13.2,39.6,459.9,0.0
2017-01-09 14:00:00,338.8,16.0,34.0,391.0,0.0
2017-01-09 15:00:00,352.8,15.9,37.6,268.5,0.0
2017-01-09 16:00:00,342.6,16.1,38.3,128.0,0.0
2017-01-09 17:00:00,300.6,14.7,44.3,13.1,0.0
2017-01-09 18:00:00,243.9,13.6,43.8,0.2,0.0
2017-01-09 19:00:00,204.9,13.3,39.6,0.2,0.0
2017-01-09 20:00:00,146.1,12.8,42.1,0.1,0.0
2017-01-09 21:00:00,136.5,11.8,49.3,0.2,0.0
2017-01-09 22:00:00,140.4,11.5,55.4,0.1,0.0
2017-01-09 23:00:00,145.6,11.9,48.4,0.1,0.0
2017-01-10 00:00:00,145.2,11.9,51.3,0.1,0.0
2017-01-10 01:00:00,143.2,11.6,70.0,0.3,0.0
2017-01-10 02:00:00,143.4,11.4,73.0,0.3,0.0
2017-01-10 03:00:00,144.1,11.4,74.8,0.4,0.0
2017-01-10 04:00:00,141.0,11.4,75.0,0.5,0.0
2017-01-10 05:00:00,144.7,11.2,74.4,0.4,0.0
2017-01-10 06:00:00,156.9,11.4,73.1,0.4,0.0
2017-01-10 07:00:00,191.4,11.9,71.5,1.0,0.0
2017-01-10 08:00:00,265.1,12.0,71.4,52.1,0.0
2017-01-10 09:00:00,342.2,12.3,70.6,107.5,0.0
2017-01-10 10:00:00,363.7,12.8,68.2,191.9,0.0
2017-01-10 11:00:00,365.2,13.7,65.4,398.3,0.0
2017-01-10 12:00:00,340.7,14.2,65.6,476.5,0.0
2017-01-10 13:00:00,339.5,14.7,59.1,434.3,0.0
2017-01-10 14:00:00,343.1,13.9,65.2,326.5,0.0
2017-01-10 15:00:00,344.0,14.0,61.9,182.4,0.0
2017-01-10 16:00:00,343.1,13.2,66.7,30.3,0.0
2017-01-10 17:00:00,299.2,12.9,68.3,8.6,0.0
2017-01-10 18:00:00,237.4,12.7,68.3,0.4,0.0
2017-01-10 19:00:00,193.5,12.5,70.5,0.4,0.0
2017-01-10 20:00:00,157.7,12.6,68.2,0.4,0.0
2017-01-10 21:00:00,145.9,12.4,68.6,0.4,0.0
2017-01-10 22:00:00,141.9,12.4,69.2,0.4,0.0
2017-01-10 23:00:00,142.6,12.4,69.1,0.4,0.0
2017-01-11 00:00:00,143.1,12.2,70.4,0.4,0.0
2017-01-11 01:00:00,141.5,12.2,71.2,0.4,0.0
2017-01-11 02:00:00,142.4,12.2,70.2,0.4,0.0
2017-01-11 03:00:00,139.8,12.3,69.0,0.5,0.0
2017-01-11 04:00:00,137.3,12.2,68.3,0.4,0.0
2017-01-11 05:00:00,141.6,12.1,68.1,0.5,0.0
2017-01-11 06:00:00,152.3,11.9,70.7,0.4,0.0
2017-01-11 07:00:00,180.8,11.9,71.8,1.2,0.0
2017-01-11 08:00:00,240.7,12.1,72.2,64.8,0.0
2017-01-11 09:00:00,305.4,12.9,66.8,186.4,0.0
2017-01-11 10:00:00,342.2,13.8,62.5,330.9,0.0
2017-01-11 11:00:00,348.1,13.8,64.3,407.8,0.0
2017-01-11 12:00:00,314.9,16.3,55.6,469.9,0.0
2017-01-11 13:00:00,288.4,16.8,54.4,452.2,0.0
2017-01-11 14:00:00,301.5,17.6,51.6,388.5,0.0
2017-01-11 15:00:00,316.4,18.2,49.8,285.3,0.0
2017-01-11 16:00:00,311.7,17.0,52.9,124.9,0.0
2017-01-11 17:00:00,284.4,15.9,55.6,11.5,0.0
2017-01-11 18:00:00,233.4,15.7,58.4,0.4,0.0
2017-01-11 19:00:00,201.6,14.8,65.5,0.5,0.0
2017-01-11 20:00:00,161.1,14.7,66.2,0.6,0.0
2017-01-11 21:00:00,151.6,13.5,72.0,0.5,0.0
2017-01-11 22:00:00,146.1,13.2,72.9,0.6,0.0
2017-01-11 23:00:00,144.9,12.8,75.1,0.5,0.0
2017-01-12 00:00:00,147.0,12.3,77.1,0.8,0.0
2017-01-12 01:00:00,145.0,11.4,79.3,0.6,0.0
2017-01-12 02:00:00,141.4,10.8,82.0,0.5,0.0
2017-01-12 03:00:00,142.4,10.5,84.2,0.8,0.0
2017-01-12 04:00:00,141.3,9.5,89.1,0.8,0.0
2017-01-12 05:00:00,144.5,8.9,93.1,1.7,0.0
2017-01-12 06:00:00,155.5,8.3,93.8,0.7,0.0
2017-01-12 07:00:00,185.4,8.1,94.1,1.4,0.0
2017-01-12 08:00:00,268.0,8.4,94.5,33.0,0.0
2017-01-12 09:00:00,337.5,9.0,94.8,91.2,0.0
2017-01-12 10:00:00,357.9,10.4,94.7,106.5,0.0
2017-01-12 11:00:00,364.4,9.8,95.1,188.3,0.0
2017-01-12 12:00:00,333.6,10.2,94.8,227.5,0.0
2017-01-12 13:00:00,328.9,10.8,94.4,226.2,0.0
2017-01-12 14:00:00,341.2,12.3,86.1,219.6,0.0
2017-01-12 15:00:00,332.9,13.7,74.1,255.2,0.0
2017-01-12 16:00:00,315.3,13.6,74.3,103.7,0.0
2017-01-12 17:00:00,303.2,12.9,70.3,8.0,0.0
2017-01-12 18:00:00,243.8,12.3,71.0,0.6,0.0
2017-01-12 19:00:00,207.3,12.2,70.9,0.9,0.0
2017-01-12 20:00:00,171.4,12.1,71.6,0.7,0.0
2017-01-12 21:00:00,156.0,12.2,73.9,0.9,0.0
2017-01-12 22:00:00,152.1,12.3,72.9,0.7,0.0
2017-01-12 23:00:00,151.4,12.0,72.3,0.8,0.0
2017-01-13 00:00:00,149.5,11.8,71.8,0.6,0.0
2017-01-13 01:00:00,143.0,11.7,72.0,0.4,0.0
2017-01-13 02:00:00,142.6,11.4,76.4,0.8,0.0
2017-01-13 03:00:00,143.9,11.5,79.6,0.8,0.0
2017-01-13 04:00:00,141.3,11.6,80.3,0.8,0.0
2017-01-13 05:00:00,142.3,11.3,75.4,0.7,0.0
2017-01-13 06:00:00,157.5,10.8,66.5,0.7,0.0
2017-01-13 07:00:00,195.3,10.3,62.1,2.0,0.0
2017-01-13 08:00:00,266.4,10.4,61.6,48.8,0.0
2017-01-13 09:00:00,353.0,11.1,58.0,224.1,0.0
2017-01-13 10:00:00,382.9,11.3,53.4,401.1,0.0
2017-01-13 11:00:00,388.2,11.6,50.8,464.4,0.0
2017-01-13 12:00:00,338.0,11.9,48.8,501.3,0.0
2017-01-13 13:00:00,306.9,12.1,48.7,493.0,0.0
2017-01-13 14:00:00,310.0,12.2,46.8,402.3,0.0
2017-01-13 15:00:00,334.1,12.1,49.4,295.4,0.0
2017-01-13 16:00:00,324.5,11.5,50.8,139.8,0.0
2017-01-13 17:00:00,291.3,10.7,56.5,15.0,0.0
2017-01-13 18:00:00,228.2,9.9,60.3,0.7,0.0
2017-01-13 19:00:00,193.7,9.7,60.9,0.8,0.0
2017-01-13 20:00:00,158.5,9.6,60.0,0.6,0.0
2017-01-13 21:00:00,149.0,9.3,61.6,0.6,0.0
2017-01-13 22:00:00,142.4,9.1,61.7,0.7,0.0
2017-01-13 23:00:00,143.1,9.0,60.9,0.6,0.0
2017-01-14 00:00:00,142.7,8.8,58.8,0.5,0.0
2017-01-14 01:00:00,140.7,8.6,55.1,0.3,0.0
2017-01-14 02:00:00,138.3,8.2,57.7,0.5,0.0
2017-01-14 03:00:00,139.2,8.1,58.0,0.4,0.0
2017-01-14 04:00:00,132.4,7.5,58.7,0.4,0.0
2017-01-14 05:00:00,131.4,7.4,53.4,0.3,0.0
2017-01-14 06:00:00,138.0,7.4,51.3,0.3,0.0
2017-01-14 07:00:00,141.1,7.6,49.2,1.7,0.0
2017-01-14 08:00:00,143.6,7.8,48.1,65.1,0.0
2017-01-14 09:00:00,145.3,8.5,46.2,211.6,0.0
2017-01-14 10:00:00,132.0,8.9,49.7,346.5,0.0
2017-01-14 11:00:00,131.0,9.4,46.2,443.4,0.0
2017-01-14 12:00:00,127.2,10.3,41.1,489.1,0.0
2017-01-14 13:00:00,130.6,11.1,39.8,477.4,0.0
2017-01-14 14:00:00,130.4,11.4,40.9,411.6,0.0
2017-01-14 15:00:00,133.2,11.9,36.6,295.7,0.0
2017-01-14 16:00:00,135.8,12.0,34.8,151.5,0.0
2017-01-14 17:00:00,149.4,11.3,41.5,20.0,0.0
2017-01-14 18:00:00,144.0,9.8,53.1,0.3,0.0
2017-01-14 19:00:00,143.1,9.1,54.7,0.3,0.0
2017-01-14 20:00:00,140.5,8.8,54.8,0.3,0.0
2017-01-14 21:00:00,142.1,8.8,52.8,0.3,0.0
2017-01-14 22:00:00,140.3,8.8,52.7,0.2,0.0
2017-01-14 23:00:00,139.4,8.6,54.4,0.2,0.0
2017-01-15 00:00:00,141.8,8.3,57.2,0.4,0.0
2017-01-15 01:00:00,135.4,7.9,59.8,0.5,0.0
2017-01-15 02:00:00,131.2,7.3,62.4,0.5,0.0
2017-01-15 03:00:00,131.8,7.1,60.9,0.6,0.0
2017-01-15 04:00:00,130.2,6.9,57.9,0.5,0.0
2017-01-15 05:00:00,129.6,6.9,53.5,0.4,0.0
2017-01-15 06:00:00,131.9,6.7,56.1,0.4,0.0
2017-01-15 07:00:00,132.6,6.2,59.2,1.7,0.0
2017-01-15 08:00:00,132.5,6.2,60.8,66.5,0.0
2017-01-15 09:00:00,133.1,7.0,58.5,213.2,0.0
2017-01-15 10:00:00,131.9,8.1,54.7,349.2,0.0
2017-01-15 11:00:00,134.6,9.2,46.4,446.8,0.0
2017-01-15 12:00:00,135.4,11.1,38.5,493.0,0.0
2017-01-15 13:00:00,136.8,12.7,36.3,481.1,0.0
2017-01-15 14:00:00,136.9,12.8,39.5,411.3,0.0
2017-01-15 15:00:00,137.7,13.2,36.0,295.5,0.0
2017-01-15 16:00:00,138.6,13.2,31.8,153.4,0.0
2017-01-15 17:00:00,139.8,11.5,44.7,21.6,0.0
2017-01-15 18:00:00,141.0,10.2,50.7,0.2,0.0
2017-01-15 19:00:00,141.0,9.6,55.2,0.3,0.0
2017-01-15 20:00:00,142.0,9.4,63.7,0.6,0.0
2017-01-15 21:00:00,139.2,9.4,65.6,0.4,0.0
2017-01-15 22:00:00,140.6,9.5,62.0,0.5,0.0
2017-01-15 23:00:00,138.4,9.7,59.1,0.5,0.0
2017-01-16 00:00:00,138.5,9.4,59.2,0.7,0.0
2017-01-16 01:00:00,137.1,9.1,57.4,0.4,0.0
2017-01-16 02:00:00,135.4,8.9,56.9,0.5,0.0
2017-01-16 03:00:00,133.5,8.0,62.8,0.5,0.0
2017-01-16 04:00:00,133.8,7.8,64.1,0.7,0.0
2017-01-16 05:00:00,138.0,7.8,63.4,0.5,0.0
2017-01-16 06:00:00,156.8,6.3,81.2,1.0,0.0
2017-01-16 07:00:00,175.8,5.4,83.9,2.1,0.0
2017-01-16 08:00:00,265.0,5.7,80.0,68.0,0.0
2017-01-16 09:00:00,343.0,8.4,66.2,207.2,0.0
2017-01-16 10:00:00,386.2,7.5,73.3,339.2,0.0
2017-01-16 11:00:00,381.5,9.3,60.3,436.1,0.0
2017-01-16 12:00:00,357.3,11.1,49.5,483.6,0.0
2017-01-16 13:00:00,346.0,12.6,39.5,474.1,0.0
2017-01-16 14:00:00,352.5,14.2,36.5,407.8,0.0
2017-01-16 15:00:00,357.1,15.1,38.2,293.2,0.0
2017-01-16 16:00:00,351.9,14.8,40.2,146.1,0.0
2017-01-16 17:00:00,317.8,13.2,46.7,19.0,0.0
2017-01-16 18:00:00,252.7,12.0,47.1,0.4,0.0
2017-01-16 19:00:00,201.3,10.9,54.2,0.4,0.0
2017-01-16 20:00:00,165.2,10.6,53.5,0.4,0.0
2017-01-16 21:00:00,151.8,10.3,59.4,0.6,0.0
2017-01-16 22:00:00,143.4,10.3,56.9,0.7,0.0
2017-01-16 23:00:00,145.2,10.2,55.3,0.5,0.0
2017-01-17 00:00:00,147.5,9.7,63.0,0.7,0.0
2017-01-17 01:00:00,146.3,9.5,64.2,0.9,0.0
2017-01-17 02:00:00,144.6,9.2,64.6,0.8,0.0
2017-01-17 03:00:00,141.0,8.1,72.4,0.9,0.0
2017-01-17 04:00:00,140.3,8.2,68.3,1.0,0.0
2017-01-17 05:00:00,141.0,7.7,73.6,1.2,0.0
2017-01-17 06:00:00,161.0,7.5,74.3,1.0,0.0
2017-01-17 07:00:00,194.5,6.9,77.9,2.9,0.0
2017-01-17 08:00:00,280.6,7.8,70.6,66.1,0.0
2017-01-17 09:00:00,333.8,9.9,62.1,209.0,0.0
2017-01-17 10:00:00,368.0,11.2,59.4,341.9,0.0
2017-01-17 11:00:00,380.6,14.1,44.0,438.8,0.0
2017-01-17 12:00:00,342.7,15.6,45.3,473.8,0.0
2017-01-17 13:00:00,334.1,16.1,43.2,455.6,0.0
2017-01-17 14:00:00,337.7,17.0,40.5,394.4,0.0
2017-01-17 15:00:00,338.8,16.6,32.0,293.2,0.0
2017-01-17 16:00:00,324.6,15.6,41.2,149.2,0.0
2017-01-17 17:00:00,295.1,14.2,45.7,22.2,0.0
2017-01-17 18:00:00,245.0,13.0,49.7,0.3,0.0
2017-01-17 19:00:00,198.7,12.0,60.9,0.6,0.0
2017-01-17 20:00:00,167.6,11.9,63.2,0.7,0.0
2017-01-17 21:00:00,150.6,11.9,59.3,0.6,0.0
2017-01-17 22:00:00,142.2,12.0,59.9,0.7,0.0
2017-01-17 23:00:00,140.8,11.8,55.9,0.6,0.0
2017-01-18 00:00:00,140.9,10.6,62.6,0.9,0.0
2017-01-18 01:00:00,139.8,10.1,58.9,0.8,0.0
2017-01-18 02:00:00,139.2,9.4,53.6,0.6,0.0
2017-01-18 03:00:00,138.0,8.4,49.8,0.5,0.0
2017-01-18 04:00:00,137.8,7.3,45.0,0.6,0.0
2017-01-18 05:00:00,140.9,6.4,38.1,0.5,0.0
2017-01-18 06:00:00,163.0,5.7,31.9,0.4,0.0
2017-01-18 07:00:00,185.9,4.8,33.1,1.7,0.0
2017-01-18 08:00:00,304.5,4.7,31.9,66.0,0.0
2017-01-18 09:00:00,386.4,4.9,33.5,217.2,0.0
2017-01-18 10:00:00,394.4,5.6,29.1,360.0,0.0
2017-01-18 11:00:00,392.4,5.9,27.0,458.0,0.0
2017-01-18 12:00:00,356.5,6.8,24.7,501.7,0.0
2017-01-18 13:00:00,348.5,7.4,24.8,495.0,0.0
